left_distance,right_distance,time
0.1111655905842781,0.10872239619493484,0.949493408203125
0.1148303896188736,0.11177639663219452,1.2042236328125
0.14903520047664642,0.14598119258880615,1.227783203125
0.1527000069618225,0.14964599907398224,1.713775634765625
0.21744482219219208,0.21500162780284882,1.736907958984375
0.22049881517887115,0.2779081165790558,2.222900390625
0.28585436940193176,0.28157874941825867,2.24603271484375
0.28951916098594666,0.3151726722717285,2.5006103515625
0.3231130838394165,0.3188374638557434,2.523773193359375
0.4185747504234314,0.4141220450401306,3.241180419921875
0.5423899292945862,0.5338387489318848,4.189483642578125
0.5460547208786011,0.5368927717208862,4.68194580078125
0.6107996106147766,0.6022484302520752,4.69915771484375
0.6144644021987915,0.6053024530410767,4.9537353515625
0.6498907804489136,0.6388965249061584,4.97686767578125
0.6217939853668213,0.6126320362091064,4.768585205078125
0.6254587769508362,0.6156860589981079,4.791748046875
0.6285127997398376,0.6187400817871094,4.81488037109375
0.6321775913238525,0.6224048733711243,4.8380126953125
0.6358423829078674,0.6254588961601257,4.861175537109375
